session_number,Customer ID,song_number,Date,Artist,Song
207,c01ecb,3,2021-01-18T09:04:59.980800Z,Bonnie Tyler,Total Eclipse Of The Heart
207,c01ecb,4,2021-01-18T09:08:00.038400Z,Elton John & Kiki Dee,Don’t Go Breaking My Heart
208,86b70e,1,2021-01-18T13:00:00.028800Z,ABBA,Waterloo
208,86b70e,2,2021-01-18T13:03:00Z,Queen,Don’t Stop Me Now
208,86b70e,3,2021-01-18T13:05:59.971200Z,Cher,Believe
208,86b70e,4,2021-01-18T13:09:00.028800Z,The Proclaimers,I’m Gonna Be (500 Miles)
209,f0549d,1,2021-01-18T16:59:59.971200Z,Wheatus,Teenage Dirtbag
209,f0549d,2,2021-01-18T17:03:00.028800Z,Beyonce,Single Ladies (Put A Ring On It)
209,f0549d,3,2021-01-18T17:06:00Z,Frozen,Let It Go
209,f0549d,4,2021-01-18T17:08:00.009600Z,Oasis,Wonderwall
210,ddd7ca,1,2021-01-18T21:00:00Z,Kesha,This Is Me (Greatest Showman)
211,8e86fe,1,2021-01-18T22:00:00.028800Z,Journey,Don’t Stop Believin’
211,8e86fe,2,2021-01-18T22:03:00Z,Bon Jovi,Livin’ On A Prayer
211,8e86fe,3,2021-01-18T22:05:00.009600Z,The Little Mermaid,Under The Sea
211,8e86fe,4,2021-01-18T22:07:00.019200Z,Ed Sheeran,Castle On The Hill
212,8c876d,1,2021-01-19T01:59:59.971200Z,Dua Lipa,New Rules
212,8c876d,2,2021-01-19T02:03:00.028800Z,Camilla Cabello Ft. Young Thug,Havana
213,75594b,1,2021-01-19T04:00:00.028800Z,Anne-Marie,2002
213,75594b,2,2021-01-19T04:03:00Z,Cher,Believe
213,75594b,3,2021-01-19T04:05:59.971200Z,Kesha,This Is Me (Greatest Showman)
214,45c142,1,2021-01-19T07:00:00.028800Z,Zac Efron & Zendaya,Rewrite The Stars (The Greatest Showman)
214,45c142,2,2021-01-19T07:02:00.038400Z,Tones And I,Dance Monkey
214,45c142,3,2021-01-19T07:05:00.009600Z,Britney Spears,Baby One More Time
214,45c142,4,2021-01-19T07:07:00.019200Z,High School Musical,Breaking Free
214,45c142,5,2021-01-19T07:09:59.990400Z,High School Musical,Breaking Free
214,45c142,6,2021-01-19T07:12:59.961600Z,Kings Of Leon,Sex Is On Fire
214,45c142,7,2021-01-19T07:14:59.971200Z,Aladdin,A Whole New World
214,45c142,8,2021-01-19T07:18:00.028800Z,Spice Girls,Wannabe
214,45c142,9,2021-01-19T07:20:00.038400Z,Eminem,Lose Yourself
214,45c142,10,2021-01-19T07:23:00.009600Z,Billie Eilish,Bad Guy
215,ddd7ca,1,2021-01-19T16:59:59.971200Z,Britney Spears,Toxic
215,ddd7ca,2,2021-01-19T17:03:00.028800Z,Britney Spears,Toxic
216,bdc39c,1,2021-01-19T19:00:00.028800Z,Eminem,Lose Yourself
216,bdc39c,2,2021-01-19T19:03:00Z,ABBA,Mamma Mia
217,47a375,1,2021-01-19T21:00:00Z,Vanilla Ice,Ice Ice Baby
217,47a375,2,2021-01-19T21:02:59.971200Z,Bryan Adams,Summer Of ’69
217,47a375,3,2021-01-19T21:06:00.028800Z,Queen,I Want To Break Free
218,498a45,1,2021-01-20T00:00:00Z,The Little Mermaid,Under The Sea
219,8dc987,1,2021-01-20T01:00:00.028800Z,Destiny’s Child,Say My Name
219,8dc987,2,2021-01-20T01:02:00.038400Z,ABBA,Gimme Gimme Gimme
219,8dc987,3,2021-01-20T01:03:59.961600Z,Moana,How Far I’ll Go
220,45c142,1,2021-01-20T04:00:00.028800Z,Beyonce,Single Ladies (Put A Ring On It)
220,45c142,2,2021-01-20T04:03:00Z,Taylor Swift,Shake It Off
220,45c142,3,2021-01-20T04:05:00.009600Z,ABBA,Gimme Gimme Gimme
220,45c142,4,2021-01-20T04:07:00.019200Z,The Little Mermaid,Under The Sea
221,c083ec,1,2021-01-20T09:00:00Z,ABBA,Waterloo
221,c083ec,2,2021-01-20T09:02:59.971200Z,Bon Jovi,Livin’ On A Prayer
221,c083ec,3,2021-01-20T09:04:59.980800Z,Journey,Don’t Stop Believin’
221,c083ec,4,2021-01-20T09:08:00.038400Z,Neil Diamond,Sweet Caroline
222,19c2ae,1,2021-01-20T13:00:00.028800Z,The Lion King,Can You Feel The Love Tonight
222,19c2ae,2,2021-01-20T13:02:00.038400Z,Pinkfong,Baby Shark
222,19c2ae,3,2021-01-20T13:05:00.009600Z,Lewis Capaldi,Someone You Loved
223,0becb9,1,2021-01-20T16:00:00.028800Z,Britney Spears,Baby One More Time
223,0becb9,2,2021-01-20T16:02:00.038400Z,Backstreet Boys,I Want It That Way
223,0becb9,3,2021-01-20T16:03:59.961600Z,Ava Max,Sweet But Psycho
224,14e19f,1,2021-01-20T19:00:00.028800Z,ABBA,Dancing Queen
224,14e19f,2,2021-01-20T19:02:00.038400Z,Cher,Believe
224,14e19f,3,2021-01-20T19:05:00.009600Z,Lewis Capaldi,Someone You Loved
224,14e19f,4,2021-01-20T19:07:59.980800Z,Ed Sheeran,Shape Of You
224,14e19f,5,2021-01-20T19:11:00.038400Z,Beyonce,Single Ladies (Put A Ring On It)
225,498a45,1,2021-01-21T00:00:00Z,Guns N’ Roses,Sweet Child O’ Mine
226,0bf30d,1,2021-01-21T01:00:00.028800Z,ABBA,Dancing Queen
226,0bf30d,2,2021-01-21T01:02:00.038400Z,Guns N’ Roses,Sweet Child O’ Mine
226,0bf30d,3,2021-01-21T01:03:59.961600Z,ABBA,Dancing Queen
226,0bf30d,4,2021-01-21T01:05:59.971200Z,Estelle Ft. Kanye West,American Boy
226,0bf30d,5,2021-01-21T01:09:00.028800Z,Dirty Dancing,The Time Of My Life
227,d5fcf7,1,2021-01-21T06:00:00Z,Dolly Parton,9 To 5
227,d5fcf7,2,2021-01-21T06:02:00.009600Z,The Greatest Showman,A Million Dreams
227,d5fcf7,3,2021-01-21T06:04:59.980800Z,Toto,Africa
227,d5fcf7,4,2021-01-21T06:08:00.038400Z,Moana,How Far I’ll Go
227,d5fcf7,5,2021-01-21T06:11:00.009600Z,Oasis,Don’t Look Back In Anger
228,15885d,1,2021-01-21T10:59:59.971200Z,The Lion King,Can You Feel The Love Tonight
229,80244a,1,2021-01-21T12:00:00Z,Frank Sinatra,New York New York
229,80244a,2,2021-01-21T12:02:59.971200Z,The Lion King,I Just Can’t Wait To Be King
229,80244a,3,2021-01-21T12:04:59.980800Z,Gloria Gaynor,I Will Survive
230,0ec5f7,1,2021-01-21T15:00:00Z,Zac Efron & Zendaya,Rewrite The Stars (The Greatest Showman)
230,0ec5f7,2,2021-01-21T15:02:00.009600Z,Mark Ronson Ft. Bruno Mars,Uptown Funk
231,9e17fe,1,2021-01-21T16:59:59.971200Z,Spice Girls,Wannabe
231,9e17fe,2,2021-01-21T17:01:59.980800Z,Alexandra Burke,Hallelujah
231,9e17fe,3,2021-01-21T17:05:00.038400Z,Dua Lipa,New Rules
231,9e17fe,4,2021-01-21T17:08:00.009600Z,Zac Efron & Zendaya,Rewrite The Stars (The Greatest Showman)
231,9e17fe,5,2021-01-21T17:10:00.019200Z,ABBA,Mamma Mia
231,9e17fe,6,2021-01-21T17:12:00.028800Z,Journey,Don’t Stop Believin’
231,9e17fe,7,2021-01-21T17:15:00Z,Oasis,Wonderwall
231,9e17fe,8,2021-01-21T17:17:00.009600Z,Frank Sinatra,My Way
232,ad5f75,1,2021-01-22T01:00:00.028800Z,Tones And I,Dance Monkey
233,41c5b3,1,2021-01-22T01:59:59.971200Z,Grease,Summer Nights
233,41c5b3,2,2021-01-22T02:01:59.980800Z,Aladdin,A Whole New World
233,41c5b3,3,2021-01-22T02:05:00.038400Z,Dirty Dancing,The Time Of My Life
234,2bb0da,1,2021-01-22T04:59:59.971200Z,The Little Mermaid,Part Of Your World
234,2bb0da,2,2021-01-22T05:03:00.028800Z,Alexandra Burke,Hallelujah
234,2bb0da,3,2021-01-22T05:06:00Z,Bonnie Tyler,Total Eclipse Of The Heart
234,2bb0da,4,2021-01-22T05:08:59.971200Z,The Beatles,Hey Jude
234,2bb0da,5,2021-01-22T05:12:00.028800Z,Estelle Ft. Kanye West,American Boy
235,509ec8,1,2021-01-22T10:00:00.028800Z,Dirty Dancing,The Time Of My Life
235,509ec8,2,2021-01-22T10:03:00Z,The Proclaimers,I’m Gonna Be (500 Miles)
235,509ec8,3,2021-01-22T10:05:59.971200Z,Spice Girls,Wannabe
236,98b4b4,1,2021-01-22T13:00:00.028800Z,Luis Fonsi & Daddy Yankee,Despacito
237,301133,1,2021-01-22T13:59:59.971200Z,The Pogues,Fairytale Of New York
237,301133,2,2021-01-22T14:01:59.980800Z,Cher,Believe
237,301133,3,2021-01-22T14:05:00.038400Z,The Proclaimers,I’m Gonna Be (500 Miles)
237,301133,4,2021-01-22T14:08:00.009600Z,Backstreet Boys,I Want It That Way
238,b5f816,1,2021-01-22T18:00:00Z,Frozen,Let It Go
239,b0b55f,1,2021-01-22T19:00:00.028800Z,Zac Efron & Zendaya,Rewrite The Stars (The Greatest Showman)
240,01fc7c,1,2021-01-22T19:59:59.971200Z,The Lion King,Can You Feel The Love Tonight
240,01fc7c,2,2021-01-22T20:01:59.980800Z,Dolly Parton,Jolene
240,01fc7c,3,2021-01-22T20:03:59.990400Z,Dirty Dancing,The Time Of My Life
240,01fc7c,4,2021-01-22T20:06:59.961600Z,Backstreet Boys,Everybody
240,01fc7c,5,2021-01-22T20:08:59.971200Z,Outkast,Hey Ya
240,01fc7c,6,2021-01-22T20:12:00.028800Z,Little Mix,Shout Out To My Ex
241,6640b1,1,2021-01-23T01:59:59.971200Z,Pinkfong,Baby Shark
241,6640b1,2,2021-01-23T02:03:00.028800Z,Pinkfong,Baby Shark
241,6640b1,3,2021-01-23T02:06:00Z,Anne-Marie,2002
241,6640b1,4,2021-01-23T02:08:59.971200Z,Queen,Don’t Stop Me Now
242,2e5db7,1,2021-01-23T07:00:00.028800Z,Lil Nas X,Old Town Road
242,2e5db7,2,2021-01-23T07:03:00Z,Anne-Marie,2002
242,2e5db7,3,2021-01-23T07:05:59.971200Z,ABBA,Gimme Gimme Gimme
243,40b63a,1,2021-01-23T10:00:00.028800Z,Bonnie Tyler,Total Eclipse Of The Heart
243,40b63a,2,2021-01-23T10:03:00Z,Destiny’s Child,Say My Name
243,40b63a,3,2021-01-23T10:05:00.009600Z,Ed Sheeran,Perfect
244,316313,1,2021-01-23T13:00:00.028800Z,Wheatus,Teenage Dirtbag
244,316313,2,2021-01-23T13:03:00Z,Bonnie Tyler,Total Eclipse Of The Heart
244,316313,3,2021-01-23T13:05:59.971200Z,Pinkfong,Baby Shark
245,749ebe,1,2021-01-23T16:00:00.028800Z,Oasis,Don’t Look Back In Anger
246,4ec76d,1,2021-01-23T16:59:59.971200Z,Mariah Carey,All I Want For Christmas Is You
247,452d87,1,2021-01-23T18:00:00Z,Oasis,Don’t Look Back In Anger
248,a242ac,1,2021-01-23T19:00:00.028800Z,The Lion King,Hakuna Matata
249,b0c352,1,2021-01-23T19:59:59.971200Z,TLC,No Scrubs
249,b0c352,2,2021-01-23T20:03:00.028800Z,Mariah Carey,All I Want For Christmas Is You
249,b0c352,3,2021-01-23T20:05:00.038400Z,The Beatles,Hey Jude
249,b0c352,4,2021-01-23T20:08:00.009600Z,Gloria Gaynor,I Will Survive
249,b0c352,5,2021-01-23T20:10:00.019200Z,Oasis,Wonderwall
249,b0c352,6,2021-01-23T20:12:00.028800Z,Billie Eilish,Bad Guy
249,b0c352,7,2021-01-23T20:14:00.038400Z,Dolly Parton,Jolene
249,b0c352,8,2021-01-23T20:15:59.961600Z,Loren Allred,Never Enough (The Greatest Showman)
250,498a45,1,2021-01-24T04:00:00.028800Z,Little Mix,Shout Out To My Ex
251,ccee6c,1,2021-01-24T04:59:59.971200Z,The Greatest Showman,A Million Dreams
251,ccee6c,2,2021-01-24T05:03:00.028800Z,High School Musical,Breaking Free
251,ccee6c,3,2021-01-24T05:06:00Z,Alexandra Burke,Hallelujah
251,ccee6c,4,2021-01-24T05:08:59.971200Z,Oasis,Wonderwall
252,d93ab5,1,2021-01-24T09:00:00Z,Ike And Tina Turner,Proud Mary
252,d93ab5,2,2021-01-24T09:02:00.009600Z,A-Ha,Take On Me
252,d93ab5,3,2021-01-24T09:04:00.019200Z,Frozen,Let It Go
252,d93ab5,4,2021-01-24T09:06:00.028800Z,ABBA,Dancing Queen
252,d93ab5,5,2021-01-24T09:08:00.038400Z,Dolly Parton,9 To 5
252,d93ab5,6,2021-01-24T09:09:59.961600Z,Outkast,Hey Ya
252,d93ab5,7,2021-01-24T09:13:00.019200Z,TLC,No Scrubs
253,6.9900000000000002E+67,1,2021-01-24T16:00:00.028800Z,Bryan Adams,Summer Of ’69
253,6.9900000000000002E+67,2,2021-01-24T16:03:00Z,Outkast,Hey Ya
253,6.9900000000000002E+67,3,2021-01-24T16:05:59.971200Z,Kesha,This Is Me (Greatest Showman)
253,6.9900000000000002E+67,4,2021-01-24T16:09:00.028800Z,Britney Spears,Toxic
254,a5632d,1,2021-01-24T19:59:59.971200Z,Alexandra Burke,Hallelujah
254,a5632d,2,2021-01-24T20:03:00.028800Z,The Human League,Don’t You Want Me Baby
254,a5632d,3,2021-01-24T20:06:00Z,Cher,Believe
255,,1,2021-01-24T22:59:59.971200Z,A-Ha,Take On Me
256,a59dd7,1,2021-01-25T00:00:00Z,Will Smith,The Fresh Prince Of Bel Air
256,a59dd7,2,2021-01-25T00:02:00.009600Z,Estelle Ft. Kanye West,American Boy
256,a59dd7,3,2021-01-25T00:04:59.980800Z,Outkast,Hey Ya
256,a59dd7,4,2021-01-25T00:08:00.038400Z,Spice Girls,Wannabe
257,bfe6b6,1,2021-01-25T04:00:00.028800Z,Ed Sheeran & Justin Bieber,I Don’t Care
257,bfe6b6,2,2021-01-25T04:03:00Z,Backstreet Boys,I Want It That Way
257,bfe6b6,3,2021-01-25T04:05:00.009600Z,Eminem,Lose Yourself
257,bfe6b6,4,2021-01-25T04:07:59.980800Z,Robbie Williams,Angels
257,bfe6b6,5,2021-01-25T04:11:00.038400Z,Anne-Marie,2002
257,bfe6b6,6,2021-01-25T04:14:00.009600Z,The Little Mermaid,Part Of Your World
257,bfe6b6,7,2021-01-25T04:16:59.980800Z,Shawn Mendes & Camila Cabello,Senorita
258,,1,2021-01-25T10:59:59.971200Z,Britney Spears,Toxic
259,08c83a,1,2021-01-25T12:00:00Z,The Beatles,Hey Jude
260,2e5db7,1,2021-01-25T13:00:00.028800Z,Mariah Carey,All I Want For Christmas Is You
261,56f7a2,1,2021-01-25T13:59:59.971200Z,Dua Lipa,New Rules
262,f97dbd,1,2021-01-25T15:00:00Z,Queen,I Want To Break Free
262,f97dbd,2,2021-01-25T15:02:59.971200Z,A-Ha,Take On Me
263,0becb9,1,2021-01-25T16:59:59.971200Z,Bon Jovi,Livin’ On A Prayer
263,0becb9,2,2021-01-25T17:01:59.980800Z,Frank Sinatra,My Way
263,0becb9,3,2021-01-25T17:05:00.038400Z,Hugh Jackman & The Greatest Showman Cast,The Greatest Show
264,9e17fe,1,2021-01-25T19:59:59.971200Z,John Denver,"Take Me Home, Country Roads"
264,9e17fe,2,2021-01-25T20:03:00.028800Z,Alexandra Burke,Hallelujah
265,a0a25c,1,2021-01-25T22:00:00.028800Z,Whitney Houston,I Wanna Dance With Somebody
265,a0a25c,2,2021-01-25T22:03:00Z,Mark Ronson Ft. Bruno Mars,Uptown Funk
265,a0a25c,3,2021-01-25T22:05:59.971200Z,TLC,No Scrubs
266,98b4b4,1,2021-01-26T01:00:00.028800Z,Little Mix,Shout Out To My Ex
266,98b4b4,2,2021-01-26T01:03:00Z,A-Ha,Take On Me
266,98b4b4,3,2021-01-26T01:05:00.009600Z,Ava Max,Sweet But Psycho
266,98b4b4,4,2021-01-26T01:07:59.980800Z,Billie Eilish,Bad Guy
266,98b4b4,5,2021-01-26T01:09:59.990400Z,Taylor Swift,Shake It Off
266,98b4b4,6,2021-01-26T01:12:00Z,Dolly Parton,9 To 5
267,ce0bf2,1,2021-01-26T07:00:00.028800Z,Dolly Parton,9 To 5
267,ce0bf2,2,2021-01-26T07:02:00.038400Z,Bon Jovi,Livin’ On A Prayer
267,ce0bf2,3,2021-01-26T07:03:59.961600Z,A-Ha,Take On Me
267,ce0bf2,4,2021-01-26T07:05:59.971200Z,The Little Mermaid,Under The Sea
267,ce0bf2,5,2021-01-26T07:07:59.980800Z,George Ezra,Shotgun
268,8d850e,1,2021-01-26T12:00:00Z,Dolly Parton & Kenny Rogers,Islands In The Stream
268,8d850e,2,2021-01-26T12:02:59.971200Z,Frozen,Let It Go
269,9e17fe,1,2021-01-26T13:59:59.971200Z,Queen,We Will Rock You
269,9e17fe,2,2021-01-26T14:03:00.028800Z,Mariah Carey,All I Want For Christmas Is You
270,bdc39c,1,2021-01-26T16:00:00.028800Z,Wheatus,Teenage Dirtbag
271,b5f816,1,2021-01-26T16:59:59.971200Z,Ava Max,Sweet But Psycho
271,b5f816,2,2021-01-26T17:03:00.028800Z,Outkast,Hey Ya
271,b5f816,3,2021-01-26T17:06:00Z,Backstreet Boys,Everybody
271,b5f816,4,2021-01-26T17:08:00.009600Z,Guns N’ Roses,Sweet Child O’ Mine
272,a59dd7,1,2021-01-26T21:00:00Z,Cher,Believe
272,a59dd7,2,2021-01-26T21:02:59.971200Z,Aqua,Barbie Girl
273,2559000,1,2021-01-26T22:59:59.971200Z,The Human League,Don’t You Want Me Baby
273,2559000,2,2021-01-26T23:03:00.028800Z,The Weather Girls,It’s Raining Men
273,2559000,3,2021-01-26T23:05:00.038400Z,Ava Max,Sweet But Psycho
273,2559000,4,2021-01-26T23:08:00.009600Z,The Pogues,Fairytale Of New York
274,5ddb51,1,2021-01-27T03:00:00Z,ABBA,Dancing Queen
274,5ddb51,2,2021-01-27T03:02:00.009600Z,The Lion King,I Just Can’t Wait To Be King
274,5ddb51,3,2021-01-27T03:04:00.019200Z,Mark Ronson Ft. Amy Winehouse,Valerie
274,5ddb51,4,2021-01-27T03:06:59.990400Z,A-Ha,Take On Me
274,5ddb51,5,2021-01-27T03:09:00Z,ABBA,Dancing Queen
274,5ddb51,6,2021-01-27T03:11:00.009600Z,Wheatus,Teenage Dirtbag
274,5ddb51,7,2021-01-27T03:13:59.980800Z,Eminem,Lose Yourself
274,5ddb51,8,2021-01-27T03:17:00.038400Z,The Weather Girls,It’s Raining Men
274,5ddb51,9,2021-01-27T03:18:59.961600Z,Luis Fonsi & Daddy Yankee,Despacito
274,5ddb51,10,2021-01-27T03:20:59.971200Z,Lewis Capaldi,Someone You Loved
274,5ddb51,11,2021-01-27T03:24:00.028800Z,The Proclaimers,I’m Gonna Be (500 Miles)
275,758060,1,2021-01-27T13:59:59.971200Z,Gloria Gaynor,I Will Survive
276,62f99c,1,2021-01-27T15:00:00Z,Outkast,Hey Ya
276,62f99c,2,2021-01-27T15:02:59.971200Z,Anne-Marie,2002
276,62f99c,3,2021-01-27T15:06:00.028800Z,ABBA,Mamma Mia
277,316313,1,2021-01-27T19:00:00.028800Z,Frank Sinatra,New York New York
277,316313,2,2021-01-27T19:03:00Z,Shawn Mendes & Camila Cabello,Senorita
277,316313,3,2021-01-27T19:05:59.971200Z,Hugh Jackman & The Greatest Showman Cast,The Greatest Show
277,316313,4,2021-01-27T19:09:00.028800Z,The Lion King,I Just Can’t Wait To Be King
277,316313,5,2021-01-27T19:11:00.038400Z,Elton John & Kiki Dee,Don’t Go Breaking My Heart
278,08c83a,1,2021-01-28T00:00:00Z,Journey,Don’t Stop Believin’
278,08c83a,2,2021-01-28T00:02:59.971200Z,Moana,How Far I’ll Go
278,08c83a,3,2021-01-28T00:06:00.028800Z,Wheatus,Teenage Dirtbag
278,08c83a,4,2021-01-28T00:09:00Z,Alexandra Burke,Hallelujah
278,08c83a,5,2021-01-28T00:11:59.971200Z,Queen,We Will Rock You
278,08c83a,6,2021-01-28T00:15:00.028800Z,Ed Sheeran & Justin Bieber,I Don’t Care
278,08c83a,7,2021-01-28T00:18:00Z,Toto,Africa
278,08c83a,8,2021-01-28T00:20:59.971200Z,Robbie Williams,Angels
278,08c83a,9,2021-01-28T00:24:00.028800Z,George Ezra,Shotgun
278,08c83a,10,2021-01-28T00:26:00.038400Z,Beyonce,Single Ladies (Put A Ring On It)
278,08c83a,11,2021-01-28T00:29:00.009600Z,The Pogues,Fairytale Of New York
279,bdc39c,1,2021-01-28T10:59:59.971200Z,The Lion King,Hakuna Matata
279,bdc39c,2,2021-01-28T11:01:59.980800Z,Little Mix,Shout Out To My Ex
279,bdc39c,3,2021-01-28T11:05:00.038400Z,Beyonce,Single Ladies (Put A Ring On It)
280,509ec8,1,2021-01-28T13:59:59.971200Z,Cher,Believe
280,509ec8,2,2021-01-28T14:03:00.028800Z,Frank Sinatra,New York New York
280,509ec8,3,2021-01-28T14:06:00Z,Oasis,Don’t Look Back In Anger
280,509ec8,4,2021-01-28T14:08:59.971200Z,Kesha,This Is Me (Greatest Showman)
280,509ec8,5,2021-01-28T14:12:00.028800Z,Queen,Don’t Stop Me Now
280,509ec8,6,2021-01-28T14:15:00Z,Gloria Gaynor,I Will Survive
280,509ec8,7,2021-01-28T14:17:00.009600Z,Anne-Marie,2002
280,509ec8,8,2021-01-28T14:19:59.980800Z,Robbie Williams,Angels
280,509ec8,9,2021-01-28T14:23:00.038400Z,The Proclaimers,I’m Gonna Be (500 Miles)
280,509ec8,10,2021-01-28T14:26:00.009600Z,Kings Of Leon,Sex Is On Fire
280,509ec8,11,2021-01-28T14:28:00.019200Z,Eminem,Lose Yourself
280,509ec8,12,2021-01-28T14:30:59.990400Z,Kesha,This Is Me (Greatest Showman)
280,509ec8,13,2021-01-28T14:33:59.961600Z,The Little Mermaid,Under The Sea
280,509ec8,14,2021-01-28T14:35:59.971200Z,The Weather Girls,It’s Raining Men
281,1a641f,1,2021-01-29T04:00:00.028800Z,Wham!,Last Christmas
282,a18ee9,1,2021-01-29T04:59:59.971200Z,Elton John & Kiki Dee,Don’t Go Breaking My Heart
282,a18ee9,2,2021-01-29T05:01:59.980800Z,Luis Fonsi & Daddy Yankee,Despacito
282,a18ee9,3,2021-01-29T05:03:59.990400Z,Ed Sheeran,Perfect
282,a18ee9,4,2021-01-29T05:06:00Z,Shania Twain,Man! I Feel Like A Woman
282,a18ee9,5,2021-01-29T05:08:59.971200Z,Journey,Don’t Stop Believin’
282,a18ee9,6,2021-01-29T05:12:00.028800Z,Neil Diamond,Sweet Caroline
282,a18ee9,7,2021-01-29T05:15:00Z,A-Ha,Take On Me
282,a18ee9,8,2021-01-29T05:17:00.009600Z,Bon Jovi,Livin’ On A Prayer
282,a18ee9,9,2021-01-29T05:19:00.019200Z,Dolly Parton,Jolene
283,6eb0e1,1,2021-01-29T13:59:59.971200Z,Destiny’s Child,Say My Name
284,31034a,1,2021-01-29T15:00:00Z,Hugh Jackman & The Greatest Showman Cast,The Greatest Show
284,31034a,2,2021-01-29T15:02:59.971200Z,Frozen,Let It Go
284,31034a,3,2021-01-29T15:04:59.980800Z,Dolly Parton,Jolene
284,31034a,4,2021-01-29T15:06:59.990400Z,Ed Sheeran,Castle On The Hill
284,31034a,5,2021-01-29T15:09:59.961600Z,A-Ha,Take On Me
284,31034a,6,2021-01-29T15:11:59.971200Z,Backstreet Boys,Everybody
285,793a1c,1,2021-01-29T21:00:00Z,Aqua,Barbie Girl
285,793a1c,2,2021-01-29T21:02:00.009600Z,Wham!,Last Christmas
285,793a1c,3,2021-01-29T21:04:00.019200Z,Dolly Parton & Kenny Rogers,Islands In The Stream
285,793a1c,4,2021-01-29T21:06:59.990400Z,Grease,Summer Nights
285,793a1c,5,2021-01-29T21:09:00Z,Elvis Presley,Suspicious Minds
285,793a1c,6,2021-01-29T21:11:59.971200Z,Robbie Williams,Angels
286,6.9900000000000002E+67,1,2021-01-30T03:00:00Z,Billie Eilish,Bad Guy
286,6.9900000000000002E+67,2,2021-01-30T03:02:00.009600Z,Ed Sheeran,Castle On The Hill
287,9e17fe,1,2021-01-30T04:59:59.971200Z,Queen,Don’t Stop Me Now
287,9e17fe,2,2021-01-30T05:03:00.028800Z,Queen,We Will Rock You
287,9e17fe,3,2021-01-30T05:06:00Z,Beyonce,Single Ladies (Put A Ring On It)
287,9e17fe,4,2021-01-30T05:08:59.971200Z,Will Smith,The Fresh Prince Of Bel Air
287,9e17fe,5,2021-01-30T05:10:59.980800Z,Wheatus,Teenage Dirtbag
287,9e17fe,6,2021-01-30T05:14:00.038400Z,Kesha,This Is Me (Greatest Showman)
287,9e17fe,7,2021-01-30T05:17:00.009600Z,The Greatest Showman,A Million Dreams
287,9e17fe,8,2021-01-30T05:19:59.980800Z,Little Mix,Shout Out To My Ex
287,9e17fe,9,2021-01-30T05:23:00.038400Z,Anne-Marie,2002
287,9e17fe,10,2021-01-30T05:26:00.009600Z,Dirty Dancing,The Time Of My Life
287,9e17fe,11,2021-01-30T05:28:59.980800Z,The Little Mermaid,Under The Sea
287,9e17fe,12,2021-01-30T05:30:59.990400Z,The Pogues,Fairytale Of New York
287,9e17fe,13,2021-01-30T05:33:00Z,Britney Spears,Baby One More Time
287,9e17fe,14,2021-01-30T05:35:00.009600Z,Destiny’s Child,Say My Name
288,896f04,1,2021-01-30T19:59:59.971200Z,Frank Sinatra,My Way
288,896f04,2,2021-01-30T20:03:00.028800Z,Estelle Ft. Kanye West,American Boy
288,896f04,3,2021-01-30T20:06:00Z,Mariah Carey,All I Want For Christmas Is You
288,896f04,4,2021-01-30T20:08:00.009600Z,Estelle Ft. Kanye West,American Boy
289,80244a,1,2021-01-31T00:00:00Z,Ike And Tina Turner,Proud Mary
289,80244a,2,2021-01-31T00:02:00.009600Z,George Ezra,Shotgun
289,80244a,3,2021-01-31T00:04:00.019200Z,Lil Nas X,Old Town Road
289,80244a,4,2021-01-31T00:06:59.990400Z,Britney Spears,Toxic
290,b15e9b,1,2021-01-31T04:00:00.028800Z,John Denver,"Take Me Home, Country Roads"
290,b15e9b,2,2021-01-31T04:03:00Z,TLC,No Scrubs
290,b15e9b,3,2021-01-31T04:05:59.971200Z,Journey,Don’t Stop Believin’
290,b15e9b,4,2021-01-31T04:09:00.028800Z,Kesha,This Is Me (Greatest Showman)
290,b15e9b,5,2021-01-31T04:12:00Z,Toto,Africa
290,b15e9b,6,2021-01-31T04:14:59.971200Z,Backstreet Boys,Everybody
290,b15e9b,7,2021-01-31T04:16:59.980800Z,Spice Girls,Wannabe
290,b15e9b,8,2021-01-31T04:18:59.990400Z,Outkast,Hey Ya
290,b15e9b,9,2021-01-31T04:21:59.961600Z,Queen,I Want To Break Free
290,b15e9b,10,2021-01-31T04:25:00.019200Z,The Pogues,Fairytale Of New York
291,8bc93d,1,2021-01-31T13:59:59.971200Z,Lady Gaga & Bradley Cooper,Shallow
291,8bc93d,2,2021-01-31T14:03:00.028800Z,Dua Lipa,New Rules
291,8bc93d,3,2021-01-31T14:06:00Z,Frank Sinatra,New York New York
292,b919e0,1,2021-01-31T16:59:59.971200Z,Pinkfong,Baby Shark
292,b919e0,2,2021-01-31T17:03:00.028800Z,Tones And I,Dance Monkey
292,b919e0,3,2021-01-31T17:06:00Z,Pinkfong,Baby Shark
292,b919e0,4,2021-01-31T17:08:59.971200Z,Guns N’ Roses,Sweet Child O’ Mine
292,b919e0,5,2021-01-31T17:10:59.980800Z,Mark Ronson Ft. Amy Winehouse,Valerie
292,b919e0,6,2021-01-31T17:14:00.038400Z,Beyonce,Single Ladies (Put A Ring On It)
292,b919e0,7,2021-01-31T17:17:00.009600Z,Mark Ronson Ft. Amy Winehouse,Valerie
292,b919e0,8,2021-01-31T17:19:59.980800Z,Dolly Parton,9 To 5
